Unnamed: 0,review_id,user_id,time,rating,text,pics_collapsed,resp_collapsed,name,description,category,url,image,is_image_ad,is_image_irrelevant,is_text_ad,is_text_irrelevant,is_text_rant,is_review_ad,is_review_irrelevant,helpfulness,sensibility
153481,153481,107023553686582742626,1545130000000.0,4,I have never stayed here but i have heard it is a good place to stay,[],,Sunset Motor Inn,"Simple lodging with no-frills decor, offering free WiFi plus a seasonal outdoor pool & play area.",['Hotel'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb5eac0f262840f:0xa63d209a514584c6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipOBy50IJFXeY5XGnjDDbjt-5irndNzWOj5sJ5xb=w408-h478-k-no,False,False,False,True,True,False,False,not_helpful,True
111565,111565,1.15341E+20,1482360000000.0,1,Never been here but heard there are alot of undesirable people who stay and live there,[],,"Motel 6 Colchester, VT - Burlington","Straightforward budget property with modern rooms, plus an outdoor pool & free morning coffee.","['Motel', 'Hotel']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca709cdaa4233f:0x42b807b79b3edd1?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMI0J9rgQfrbZeG9Absu2SehESSPZ1EdjMcrHdO=w408-h272-k-no,False,False,False,True,True,False,False,not_helpful,True
166847,166847,1.0278E+20,1551100000000.0,4,"I have heard that this is a good place to fish. I, however am not a fisherman.",[],,Winooski River,,['River'],https://www.google.com/maps/place/Vermont/data=!4m2!3m1!1s0x4cb5b4103f036c9b:0x57a2eb743cccebff?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq1602XLEOO9-BBUo-6VALRV6acntJNnnoVz7hyvgwTj5cKbaCbug9Tn3ovkISVmEaMuTmlsUQFtqS70pV8w_2KzoX8kR7W7H1iBy_zhLe4k3RlanEzb5LcEBJwCYQkULxAA9zi=w426-h240-k-no,False,False,False,False,True,False,False,not_helpful,True
225141,225141,107215670163346064705,1556050000000.0,5,Never been but I heard it was one of the best in town. I'd love to help with renovations but I have a feeling it currently doesn't need any.,[],,The Middlebury Inn,"Brick, landmark hotel with Victorian-style rooms & a cozy tavern, plus free hot drinks & parking.",['Hotel'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb55d0501d66399:0x1fcb887d7a927d55?authuser=-1&hl=en&gl=us,https://i.giatamedia.com/m.php?m=AQABAAAAla4KAHwIGQQFALK5sm8MtLPhsDD6A-atdLQ,False,False,False,False,True,False,False,not_helpful,True
69844,69844,114267143746830874008,1408190000000.0,1,cat rat & dog,[],,No. 1 Chinese Restaurant,,"['Chinese restaurant', 'Asian restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0248cc5a84cb5:0x137a0df1a00d0e28?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrhzDWBhOffTCSC0TwMieexYjW1T90pvuicgVxQJ6lD96Hp3ofh8V8Zv4aOCg2_Qauyc5JeThvqTRTRPzUqIm0exbWF_FM-IVPSdquFsncNSoIrwc8yyIlUBmKcel4fzvhfpFOj=w408-h306-k-no,False,False,False,True,True,False,False,not_helpful,False
70742,70742,117681039869394271007,1569340000000.0,5,Hh,[],,Dunkin',Long-running chain serving signature breakfast items & a variety of coffee drinks.,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb66fd607466e9b:0x37ba52dbd5991c7c?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZpDlW_zaqfb14ViJ-HFxTQDeQnb1T_Ljo51kFGNruYXIYUYtxVjg89mDkgksS2McCf1jPGTr3RtaQamNKRuauAM9_y3YYdKDfs76rdCj5_1_HgoyTh51T72JZRiKmEy-hgPD8=w426-h240-k-no,False,False,False,True,True,False,False,not_helpful,True
21450,21450,117681039869394271007,1569340000000.0,5,Me drink a lot,[],,Londonderry Liquor Store,,['Off Licence'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e051f160075ba5:0xa21d2ac25aab12ba?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqbPZSGkSRHOt9VEHsvEO-Me02eWnE4_xj2Ny1D6DGjNar50A2rr4tIfz8stXitzdgo0g_XsJe7FWVlfuJkYP-EOTgzxyrZUuGgNcpzrxzqVmk33MaVF8I7H5hpbQ1EA5RnyVph1A=w408-h408-k-no,False,False,False,True,True,False,False,not_helpful,True
51261,51261,117681039869394271007,1569330000000.0,5,Burger,[],,Derby Pond Animal Hospital,,['Veterinarian'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb66feeb6192203:0xe6fdad3259c183af?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdgUagE0RAUBzbrmkmojy4A9rr-XWBhmEG8mwPvFI2b9CrqKCjtSDZjqXKuPWceJdyjN1LIVNbprV3c-b8FBKy9UXZS1xktk7JCDL0JsNFvTdfgUZp8BiYZO6B3u_JtLrju4fL=w408-h544-k-no,False,False,False,True,True,False,False,not_helpful,False
71313,71313,117173262037831263162,1619550000000.0,5,Hi guys thank you for your understanding,[],,Sticks & Stuff - Derby,,"['Hardware store', 'Home improvement store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb66fd3b93345ad:0xfc32ffa1a1a7c28?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipOD71d_AmIqVniLVlTfBzV5ANkSYv3dIPUSOk8c=w408-h405-k-no,False,False,False,True,True,False,False,not_helpful,True
71982,71982,101223252557013432867,1575770000000.0,5,The inside got a face lift. Got to stop in and check it out .,[],,The Pub,,['Restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb5049eacc15929:0xc0cacb1e75779d9d?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqeOjfPQLaPXWZKGRdPOnQRfTLqst6sRv-6pJiuCYqsdeiHVxUJBD6nLhAiOjwCOATKw_l5wMr84eBzPmFHZynWaWCOU1QsVVogpevkFM9enONcEOOSqJK8BZ3xIFUVb5ZqIQUVLw=w408-h419-k-no,False,False,False,False,True,False,False,not_helpful,True
102324,102324,108968251076668599117,1531710000000.0,5,Great spot to grab a drink and best karaoke in Burlington!,[],,Asiana House,,['Japanese restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af6841ab5b5:0xf50a3614ba2c6dd6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQV-m_Ryo75U4HUBwrCpx7mTRKDsvFwW44GzZluNXrRfGZDeYANGd3X3bELo_sk5RDEV4ZQwe2V7ZrrM-rLN4KUwo2PnPDocwcX7FOi1e4cobq1YDOuflA90qYmaCJgBBr7nzzdw=w408-h306-k-no,False,False,False,True,False,False,False,not_helpful,True
203732,203732,1.00602E+20,1581280000000.0,4,"Nice bathroom, short wait to use, didn't notice much else in store 💁",[],,Shaw's,"Supermarket chain offering meat, produce, staples, deli & bakery items (some with pharmacies).","['Grocery store', 'Bakery', 'Butcher shop', 'Deli', 'E-commerce service', 'Florist', 'Grocery delivery service', 'Organic food store', 'Produce market', 'Supermarket']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb55d0517c23195:0x85a643e597d14ee6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMQ0Q86bc9KWjQvkRUum5Y4LtQ-DAcV1BakPSa0=w408-h389-k-no,False,False,False,True,True,False,False,not_helpful,True
70746,70746,105499993730535730832,1563020000000.0,4,Ok,[],,Dunkin',Long-running chain serving signature breakfast items & a variety of coffee drinks.,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb66fd607466e9b:0x37ba52dbd5991c7c?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZpDlW_zaqfb14ViJ-HFxTQDeQnb1T_Ljo51kFGNruYXIYUYtxVjg89mDkgksS2McCf1jPGTr3RtaQamNKRuauAM9_y3YYdKDfs76rdCj5_1_HgoyTh51T72JZRiKmEy-hgPD8=w426-h240-k-no,False,False,False,True,True,False,False,not_helpful,True
71137,71137,105499993730535730832,1563680000000.0,4,Ok,[],,Mobil,,['Gas station'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb66fd6376bc3cd:0xd90d829d5e616eb0?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwTxpyr8p_-oIIhO3kSKXIAmwvGxvJwk0JUpHFJKEUP82XGqABP-YF3wfjpa4WgCShV_cy6zXAPvauh-2ECZWgBEcd_oARd0s67byBocunezrPBnEmn5H4q2cyOm__qPK0lk0C=w408-h544-k-no,False,False,False,True,True,False,False,not_helpful,True
309898,309898,115897708048935768788,1562530000000.0,5,Free air,[],,Mobil,,['Gas station'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0e670649af6a3:0x9c9b19de2fe5f89f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4IP-zWTNh8WPLPcAinXrgq-y5S74xHV8AoEiIYfprLn0y39op8fOB6-9M3wgYjbItulnDSNHl4wzyQqP6udv2Y8wlcf2z1R14rG2tSL7wKm4ZqtewMmm4xUFDmbtPDI5mrzPr=w408-h544-k-no,False,False,False,False,True,False,False,helpful,True
65500,65500,113512869043000957521,1535760000000.0,5,Felt very welcome. Great selection of local beer.,[],,Tap 25,"A bright, modern venue offering 25 taps of craft beer plus local cider, light eats & live music.",['Bar'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb59654162f2e55:0x7b775c013c9c1c7f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrMy6SGA82L86XHy5CHvxZJWp1bdcjFh8o0B2WQzCk5e-U52Zb8oWEM53T9grE-bKewkISb5ekruwDDATw5tLPgm3ZfrUZYAjsqTOo93SIjzmof4kwbr_YdsX2uzBrXAbX7IR3cQ=w493-h240-k-no,False,False,False,False,False,False,False,helpful,True
147276,147276,108143024016378988834,1526790000000.0,3,"No pretense here. The entire property,building and menu are old and could use some updating, the food is bland but dependable. Mac and Cheese is very good, as is the coleslaw with a hint of horseradish. The fried chicken and fried veal are indistinguishable and no flavor other than crunchy coating. Texture is rubbery and dry. Service is adequate. Good ice cream. Friendly, aged neighborhood reguLars. Comfortable. Not gourmet.",[],,Seward Family Restaurant,,"['Family restaurant', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02414a4dbf1c1:0x578d7f9a44ed9a68?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzvFLGEb-LeBncJvLvf1Oi_mR-XYVX5Oy92-Y3CkR2Eid8rvkMDCTrTsiqU69zAW5_3oXv9oX_MasA84W5p32qY3F6xBssME5NJl0GVKQFfgrRbUDXcfia2wjS8NR5B1BoNtbc=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
37162,37162,111032513970078437693,1517500000000.0,5,"All the yarns and lovely people, too!",[],,Must Love Yarn,,['Yarn store'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7c12107ff1f5:0xcef6f7f1d689044?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSp6kl3owXBYyuHcQOxoUonM0cnrACl_V1RzXrKPwAZcuXKHheldy0qgR_fEcCS9aPBGWLzBa346eEXuKZA3mSf6OqZ3UFIxDuGd4qpq2nv4mQU12kdjbGAShkbPYiHVVM7zUAO_bYoOI=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
175525,175525,113233872014317830622,1540840000000.0,4,Good value,[],,Supercuts,,"['Hair salon', 'Barber shop', 'Beauty salon', 'Hairdresser', 'Waxing hair removal service']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb55cde7828eff7:0x5bf1132fbe5a65de?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nob7_qY0dXAsDH3sugRC0ZNHkR1-VCeCRWLWTG0EZdg9RKsEeMihM119z803gCyhUxyQtAB_J9dxjTPVoXz2xbpNPAgWVPWveUTCjZU4acDil_E3YkvOeoP18YCaTANghq-Zxfx=w408-h931-k-no,False,False,False,False,False,False,False,not_helpful,True
33726,33726,105350666248697381181,1501200000000.0,4,Good pizza,[],,Mac's South Main,,"['Convenience store', 'Gas station']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024932cd1e52d:0x11468ef541348bbd?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroIW1-_8aKC2TaNOsDsuE3Gz9JUthrZRKj7QrwhmNRH1x3ernQw11xB-NdoDgfyTqpMY-MeLwlC5UDZU7FcdSwze-FpU6Y1UumpmloneK6DxoSBpz2zdCSUdDDUtvIvxUNshI=w471-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
12393,12393,111826416681901338132,1617140000000.0,5,Love this place they are awesome and they always have the red bull I am looking for,[],,MIDDLE ROAD MARKET,,['Gas station'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca731c2985d28d:0x27614ba8e2841744?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQqvN1p8-DoLTQz67xvmCPnRAatrdG86-K5Bh6d4STBULbl368UabmjP-f5ewiwFtgXWzgmrRmjYneutkWiga4nWfUSWzEV7og0XCxpas3epgt8yxAYXt-_yZTQM3clNC1SWvgz2UqGG1Z=w408-h544-k-no,False,False,False,False,False,False,False,not_helpful,True
258100,258100,102306729510964289947,1520040000000.0,5,Great selection and very delicious!,[],,O'Maddi's Deli & Cafe,,"['Deli', 'Cafe', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb50fa38b8238eb:0x61347b9aacc96b19?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noClBhSBN07cxm4KVZgUc0jXf5oWptLyCiI7QQyZXA_qBCIGLIHsAwWxjwTu07neEl3fs1Y3AlCXwETqfM1VnmQ8rzjZM8qyRKIqr_7QR6nmWxyHAofs0Uv_Hc0Rl4Ij9XH7VGD=w408-h544-k-no,False,False,False,False,False,False,False,not_helpful,True
308825,308825,114727862067472402084,1547330000000.0,5,Love this store. Food is so fresh and healthy. Slightly costly.,[],"Hi Justin - Thank you for the feedback! We work hard to make sure that our prices are competitive, so I'd love to hear more about any specific items that you felt were too expensive. Each month, we price compare items throughout the store with natural and conventional grocers in our area to make sure our prices are competitive. In addition, we offer a Food for All (FFA) Program for customers who participate in 3SquaresVT, WIC or Social Security Disability or Supplemental Income. Our FFA Program offers 10% off storewide each time participating customers shop and 15% off our Produce and Bulk departments. We also have a Co-op Basics program with hundreds of items set at everyday low prices, many which are lower than our area competitors. Of course, we do have many splurge-worthy products as well in a number of different categories, for those days when you want to treat yourself : ) - Sincerely, Allison Hope, Director of Community Engagement, ahope@citymarket.coop",City Market/Onion River Co-op,,"['Grocery store', 'Cafe', 'Supermarket']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af634a402a9:0x75a2745457434d71?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPlQBfOXen-eFWneCeocP4OftHJG3RrhMgnmrfl=w408-h271-k-no,False,False,False,False,False,False,False,helpful,True
304858,304858,107477326727595205224,1485130000000.0,4,Nice cozy feel.,[],,Brown Cow Restaurant,,['Breakfast restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb671c22c75d35f:0x567c0f8fae9c0094?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPLw_WJN746ba6WIjvzS6v-X9zlCvQdjCGOoPtYz99HPdvqvTWbIt73TsDX0b335abYNFKJ9ck-Wq3mkcvDLkZK8aAkBeuDw3bdAxE4Ufs-U3nDwQENuR7H0rieEwF2ZRDajeP0Q=w408-h408-k-no,False,False,False,False,False,False,False,not_helpful,True
221342,221342,114074275439380841686,1580910000000.0,5,I love this bookstore and so does my kids!,[],,Barnes & Noble,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.","['Book store', 'Cafe', ""Children's book store"", 'Hobby store', 'Toy store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7a33cff79b71:0xb71dcf2f41e02feb?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nog8mJBnAQivEnnwuVWGqEN1ftlfb88GgX1i9I2oRH6ibQuy2UmdWXCFmAQs4P06-XRFrTqwZpd5P2xZp_TLAVz2NQyF8HssV3odUTGbbOR-0zYxa_DvzAgAKkcjr9-WUqdJqXyDw=w426-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
195832,195832,108297799093724595847,1533660000000.0,2,"We weren't overly impressed. 20m wait some how turned into 40, and our waitress was curt with her responses and attitude. Other similar sized parties that came in much after us we're not only seated before us but also served before us. When we were served, our nachos had cold refried beans and cold chips. Guac was great tho - very fresh. The quesadilla was the saving grace, and it was pleasantly delicious. I'm not sure if it was just an 'off' night as it always appears slammed when we drive by. We were super excited to try this out, but overall my opinion is to try some of the other locations in the area before dedicating a dinner here.",[],,Tres Amigos,"Rustic, wood-hued stop featuring Mexican cuisine such as tacos, enchiladas, beer & tequila drinks.",[],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb596ef379667ef:0xf3aa500e04e87b57?authuser=-1&hl=en&gl=us,,False,False,False,False,True,False,False,very_helpful,True
49532,49532,116612837269028824606,1515860000000.0,5,A diamond in the rough. The host was very knowledgeable and hospitable. All their beer is exceptional and I must stop for anyone looking for a small well run Brewery. Also the company offers there own wine.,[],,Foley Brothers Brewing,,['Brewery'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb5498f2dc97827:0xf891e000a02feac0?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8wHrwbH5_n2SjYmvXxoyPsKIWf_mHdmkV7MAVrepIwJhBv1eZ1vJUjq6gxfTfekgbpC_PxEV3NaOagmyJDXsHlGPm42yvq1APFJEW3wNBvg1BBV9XQ4Y-2uw20ESmClLeFIOX=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
222641,222641,104675474004196125775,1582080000000.0,1,they put sugar in my coffee at the drive through. Didn't notice until i was five miles away and unable to return.,[],,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0248d4ac31867:0xf89e2772ce2b40d6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodgGNitas_ZibJcZykuRTon1QZhj0AURsfuk8s_WxXmz13GNAmhPah_yonzS9giNffVHVHdsM67hH_KdeOb_3fxxHwqQ5tLyaZuoEQEUuaW1SFwlZsnbcil_HF3MGBSieiYrC_=w408-h259-k-no,False,False,False,False,False,False,False,helpful,True
86238,86238,102135537082840822111,1541360000000.0,4,In and out quick,[],,Tops Friendly Markets,,['Supermarket'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024673bd84b07:0xa4153b1eb814066?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq30s_ShzKNsxTAGgEwyIxggrlScYWqbkEU3WuA8WuouhCL5rE3hMN4Smyf31Sd_s5aMIUgP20yZ253mmMZeWFBaxLWZ4P2MPTDAx3BfRzI-Goxs-53Td1B6W2VuvqwN_bsO8wm=w426-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
